date/time,settlement id,type,order id,Sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,product sales,shipping credits,gift wrap credits,promotional rebates,Total sales tax liable(GST before adjusting TCS),TCS-CGST,TCS-SGST,TCS-IGST,TDS (Section 194-O),selling fees,fba fees,other transaction fees,other,total
12 Oct 2025 11:22:54 pm UTC,25741944302,Refund,407-8108958-3489115,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,JANDIALA AMRITSAR DISTRICT,PUNJAB,143115,-240,0,0,0,0,0,0,0,0,0,0,7.08,0,-232.92
13 Oct 2025 11:28:49 am UTC,25741944302,Shipping Services,407-5208591-0509111,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
13 Oct 2025 11:28:50 am UTC,25741933642,Shipping Services,407-2481606-3530748,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
13 Oct 2025 11:29:01 am UTC,25741944302,Shipping Services,407-9394060-0636304,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
13 Oct 2025 11:29:16 am UTC,25741933642,Shipping Services,403-8635885-1907555,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
13 Oct 2025 11:29:29 am UTC,25741933642,Shipping Services,402-2223286-7363532,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
13 Oct 2025 11:44:37 am UTC,25741933642,Order,402-2223286-7363532,Hand-Feeding-Feedings-Pack-4,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons, Lovebirds & Small Pets | Reusable, Durable & Easy to Cl",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,BENGALURU,KARNATAKA,560095,199,0,0,0,0,0,0,0,0,0,0,-7.08,0,191.92
13 Oct 2025 11:44:44 am UTC,25741933642,Order,407-2481606-3530748,Calcium_Granules,"Natural Calcium Granules for All Birds 250 Grams | Calcium Granules for Parrots, Parakeets, Cockatiels, Pigeons Little Cage Birds, Budgerigars, Lovebi",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,LUDHIANA,PUNJAB,141116,167.4,0,0,-8.37,0,0,0,0,0,0,0,-7.08,0,151.95
13 Oct 2025 11:45:06 am UTC,25741944302,Order,407-5208591-0509111,E7-J9WL-9B1N,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,GURUGRAM,HARYANA,122017,240,0,0,-12,0,0,0,0,0,0,0,-7.08,0,220.92
13 Oct 2025 11:45:06 am UTC,25741933642,Order,403-8635885-1907555,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,CHANDIGARH,CHANDIGARH,160009,239,0,0,-11.95,0,0,0,0,0,0,0,-7.08,0,219.97
13 Oct 2025 11:47:28 am UTC,25741944302,Order,407-9394060-0636304,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,JANDIALA AMRITSAR DISTRICT,PUNJAB,143115,239,0,0,0,0,0,0,0,0,0,0,-7.08,0,231.92
14 Oct 2025 11:05:49 am UTC,25741944302,Shipping Services,407-8652867-2221163,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-71.98,0,-71.98
14 Oct 2025 11:05:56 am UTC,25741944302,Shipping Services,402-3332336-0932317,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
14 Oct 2025 11:06:03 am UTC,25741933642,Shipping Services,404-4634286-0836309,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
14 Oct 2025 11:06:10 am UTC,25741933642,Shipping Services,407-8397328-5790749,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-71.98,0,-71.98
14 Oct 2025 11:21:26 am UTC,25741944302,Order,402-3332336-0932317,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,MUMBAI,MAHARASHTRA,400012,239,0,0,0,0,0,0,0,0,0,0,-7.08,0,231.92
14 Oct 2025 11:21:28 am UTC,25741933642,Order,407-8397328-5790749,Hand-Feeding-Feedings-Pack-2,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons & Small Pets | Reusable & Easy to Clean Bird Feeder",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,Bengaluru,KARNATAKA,560063,149,0,0,-7.45,0,0,0,0,0,0,0,-7.08,0,134.47
14 Oct 2025 11:21:51 am UTC,25741933642,Order,404-4634286-0836309,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,THIRUVALLUR,TAMIL NADU,602108,239,0,0,0,0,0,0,0,0,0,0,-7.08,0,231.92
14 Oct 2025 11:21:54 am UTC,25741944302,Order,407-8652867-2221163,Calcium_Granules,"Natural Calcium Granules for All Birds 250 Grams | Calcium Granules for Parrots, Parakeets, Cockatiels, Pigeons Little Cage Birds, Budgerigars, Lovebi",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,Ranchi,JHARKHAND,834009,167.4,0,0,0,0,0,0,0,0,0,0,-7.08,0,160.32
15 Oct 2025 12:15:56 am UTC,25741933642,Shipping Services,404-4634286-0836309,,Amazon Easy Ship Weight Handling Fee Reversal,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),,,,,0,0,0,0,0,0,0,0,0,0,0,76.7,0,76.7
15 Oct 2025 12:30:58 am UTC,25741933642,Refund,404-4634286-0836309,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,THIRUVALLUR,TAMIL NADU,602108,-239,0,0,0,0,0,0,0,0,0,0,7.08,0,-231.92
15 Oct 2025 9:20:52 am UTC,25741944302,Shipping Services,405-2711581-1555566,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
15 Oct 2025 9:21:33 am UTC,25741933642,Shipping Services,408-5899845-2559514,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
15 Oct 2025 9:36:46 am UTC,25741933642,Order,408-5899845-2559514,Calcium_Granules,"Natural Calcium Granules for All Birds 250 Grams | Calcium Granules for Parrots, Parakeets, Cockatiels, Pigeons Little Cage Birds, Budgerigars, Lovebi",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,CHANGANASSERY,KERALA,686532,167.4,0,0,0,0,0,0,0,0,0,0,-7.08,0,160.32
15 Oct 2025 9:36:49 am UTC,25741944302,Order,405-2711581-1555566,Hand-Feeding-Feedings-Pack-2,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons & Small Pets | Reusable & Easy to Clean Bird Feeder",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,SULUR,TAMIL NADU,641402,149,0,0,0,0,0,0,0,0,0,0,-7.08,0,141.92
16 Oct 2025 10:30:38 am UTC,25741933642,Shipping Services,171-1689114-3589961,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
16 Oct 2025 10:46:35 am UTC,25741933642,Order,171-1689114-3589961,Calcium_Granules,"Natural Calcium Granules for All Birds 250 Grams | Calcium Granules for Parrots, Parakeets, Cockatiels, Pigeons Little Cage Birds, Budgerigars, Lovebi",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,PASCHIM VIHAR,DELHI,110087,167.4,0,0,0,0,0,0,0,0,0,0,-7.08,0,160.32
16 Oct 2025 1:28:00 pm UTC,25741933642,Shipping Services,405-2117945-7509919,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
16 Oct 2025 1:43:06 pm UTC,25741933642,Order,405-2117945-7509919,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,NASHIK,MAHARASHTRA,422006,239,0,0,-11.95,0,0,0,0,0,0,0,-7.08,0,219.97
17 Oct 2025 11:28:39 am UTC,25786173022,Shipping Services,404-4406674-4613107,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
17 Oct 2025 11:30:29 am UTC,25786173022,Shipping Services,405-3429510-1144309,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
17 Oct 2025 11:30:31 am UTC,25786599022,Shipping Services,171-9807757-8459553,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
17 Oct 2025 11:30:56 am UTC,25786599022,Shipping Services,406-1572818-2612341,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
17 Oct 2025 11:31:00 am UTC,25786599022,Shipping Services,406-9350051-4878757,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
17 Oct 2025 11:44:22 am UTC,25786173022,Order,404-4406674-4613107,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,Hyderabad,TELANGANA,500013,239,0,0,0,0,0,0,0,0,0,0,-7.08,0,231.92
17 Oct 2025 11:46:24 am UTC,25786599022,Order,406-9350051-4878757,Hand-Feeding-Feedings-Pack-2,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons & Small Pets | Reusable & Easy to Clean Bird Feeder",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,BENGALURU,KARNATAKA,560099,149,0,0,0,0,0,0,0,0,0,0,-7.08,0,141.92
17 Oct 2025 11:46:40 am UTC,25786599022,Order,406-1572818-2612341,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,UDUPI,KARNATAKA,576104,239,0,0,0,0,0,0,0,0,0,0,-7.08,0,231.92
17 Oct 2025 11:46:40 am UTC,25786173022,Order,405-3429510-1144309,Hand-Feeding-Feedings-Pack-1,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons & Small Pets | Reusable & Easy to Clean Bird Feeder",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,BENGALURU,KARNATAKA,560032,129,0,0,0,0,0,0,0,0,0,0,-7.08,0,121.92
17 Oct 2025 11:46:56 am UTC,25786599022,Order,171-9807757-8459553,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,HYDERABAD,TELANGANA,500015,239,0,0,-11.95,0,0,0,0,0,0,0,-7.08,0,219.97
18 Oct 2025 12:35:25 am UTC,25786173022,Transfer,,,To account ending with: 384,,,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-664.97,-664.97
18 Oct 2025 1:50:28 am UTC,25786173022,Shipping Services,407-5208591-0509111,,Amazon Easy Ship Weight Handling Fee Reversal,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,0,76.7,0,76.7
18 Oct 2025 2:05:28 am UTC,25786173022,Refund,407-5208591-0509111,E7-J9WL-9B1N,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,GURUGRAM,HARYANA,122017,-228,0,0,0,0,0,0,0,0,0,0,7.08,0,-220.92
19 Oct 2025 12:14:41 am UTC,25786173022,Shipping Services,404-4406674-4613107,,Amazon Easy Ship Weight Handling Fee Reversal,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,0,76.7,0,76.7
19 Oct 2025 12:29:25 am UTC,25786173022,Refund,404-4406674-4613107,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,Hyderabad,TELANGANA,500013,-239,0,0,0,0,0,0,0,0,0,0,7.08,0,-231.92
19 Oct 2025 10:31:03 am UTC,25786599022,Shipping Services,407-2861826-7246742,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-71.98,0,-71.98
19 Oct 2025 10:31:19 am UTC,25786599022,Shipping Services,405-2158172-6458722,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-71.98,0,-71.98
19 Oct 2025 10:46:39 am UTC,25786599022,Order,407-2861826-7246742,Hand-Feeding-Feedings-Pack-4,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons, Lovebirds & Small Pets | Reusable, Durable & Easy to Cl",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,Hyderabad,TELANGANA,500053,199,0,0,0,0,0,0,0,0,0,0,-7.08,0,191.92
19 Oct 2025 10:46:45 am UTC,25786599022,Order,405-2158172-6458722,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,BENGALURU,KARNATAKA,560032,239,0,0,-11.95,0,0,0,0,0,0,0,-7.08,0,219.97
19 Oct 2025 8:25:10 pm UTC,25786599022,Shipping Services,171-9807757-8459553,,Amazon Easy Ship Weight Handling Fee Reversal,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),,,,,0,0,0,0,0,0,0,0,0,0,0,76.7,0,76.7
19 Oct 2025 8:40:41 pm UTC,25786599022,Refund,171-9807757-8459553,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,HYDERABAD,TELANGANA,500015,-227.05,0,0,0,0,0,0,0,0,0,0,7.08,0,-219.97
21 Oct 2025 7:26:33 am UTC,25786599022,Shipping Services,408-3928226-0313137,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21 Oct 2025 7:26:40 am UTC,25786599022,Shipping Services,171-8918024-7685131,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21 Oct 2025 7:42:30 am UTC,25786599022,Order,171-8918024-7685131,2I-2UOE-E5XV,"KEAT Hand Feeding Formula with Syringe for All Baby Birds - 250 Gram | Natural Bird Feeding | Hand Rearing Powder Food for Cockatiel, Lovebirds, Parro",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,CHENNAI,TAMIL NADU,600021,239,0,0,0,0,0,0,0,0,0,0,-7.08,0,231.92
21 Oct 2025 7:42:37 am UTC,25786599022,Order,408-3928226-0313137,Hand-Feeding-Feedings-Pack-4,"KEAT Bird Feeding Syringe 6ml with Curved Tip | Hand Feeding Tool for Birds, Parrots, Pigeons, Lovebirds & Small Pets | Reusable, Durable & Easy to Cl",1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,THANE,MAHARASHTRA,400601,199,0,0,0,0,0,0,0,0,0,0,-7.08,0,191.92
